item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6a33d6ec-5bf5-58d4-9838-7d68a52bc9a9,Hovis Tasty Wholemeal Medium 800g,25607.0,hovis tasty wholemeal medium 800 g,hovis tasty wholemeal medium 800g
6a291526-1f14-5d47-b2cb-ae98f41a2a07,lucozade energy original 4pk 4x380ml,13884.0,lucozade energy original 4pk 4x380ml,lucozade energy original 4pk 4x380ml
6a1a33ec-7b6e-544a-aab2-537334d6c8b2,co op wholemeal loaf 800g,25790.0,co op wholemeal loaf 800 g,co op wholemeal loaf 800g
6a1587d9-e7a7-5011-8f35-2cdf55ae0def,cadbury buttons giant bag 119g,4201.0,cadbury button giant bag 119 g,cadbury button giant bag 119g
6a134957-165e-448e-ae90-95548e767fb9,Robertson's Golden Shred Marmalade 454g,19787.0,robertsongolden shred marmalade 454 g,robertson golden shred marmalade 454g
6a0f6850-7609-4925-a77f-7e12d613af62,Co Op Nice Biscuits 250g,5317.0,co-op nice biscuit 250 g,co op nice biscuit 250g
6a0e91ab-c018-5750-be56-aa9857393454,co op british mild white cheddar 240g,4755.0,co-op mild white cheddar 240 g,co op british mild white cheddar 240g
6a09490e-cd1d-4fd9-b411-7a3041429db2,robinsons f/shoot summer fruits nas 4pk 4x200ml,19817.0,robinsons fruit shoot summer fruits juice 4 x 200 ml,robinson fshoot summer fruit na 4pk 4x200ml
6a0706a6-9e98-58a1-9301-4a00e93b30dd,haribo tangfastics pm 1 160g,10141.0,haribo tangfastic 160 g,haribo tangfastics pm 1 160g
6a058991-bdf7-45c8-90fd-14535b1aac71,Ciroc Pineapple Flavoured Vodka 70cl,5615.0,ciroc pineapple crush vodka 700 ml,ciroc pineapple flavoured vodka 70cl
