group_id,leader,member
23753,munchies milk chocolate caramel,munchies milk chocolate caramel
23755,munchies milk chocolate caramel sharing pouch 81g,munchies milk chocolate caramel sharing pouch 81g
23756,munchies milk chocolate sharing pouch 104g,munchies milk chocolate caramel sharing bag 104g
23756,munchies milk chocolate sharing pouch 104g,munchies milk chocolate caramel sharing pouch 104g
23756,munchies milk chocolate sharing pouch 104g,munchies milk chocolate sharing pouch 104g
23758,munchies milk chocolate tube 52g,munchies milk chocolate tube 52g
23759,munchies sharing pouch 104g,munchies sharing pouch 104g
23760,munsterland banana drink 500ml,munsterland banana drink 500ml
23761,munsterland chocolate drink 500ml,munsterland chocolate drink 500ml
23762,munsterland strawberry drink 500ml,munsterland strawberry drink 500ml
23763,munsterland vanilla drink 500ml,munsterland vanilla drink 500ml
23764,murray mint 193gm,murray mint 193gm
23765,muscle soak bath therapy salt,muscle soak bath therapy salt
23766,mushroom 7pk,mushroom 7pk
23767,mushroom fresh,fresh mushroom
23767,mushroom fresh,mushroom fresh
23768,mushy pea 300g,jack mushy pea 300g
23768,mushy pea 300g,mushy pea 300g
23769,mushy pea 300g 50ppmp,mushy pea 300g 50ppmp
23770,mutti passata,mutti passata
23771,mutton pattie ,mutton pattie 
23772,mxd apple elderflower gin,mxd apple elderflower gin
23773,my coffee 100 % arabica latte cappuccino ,my coffee 100 % arabica latte cappuccino 
23774,my coffee 100 % arabica latte caramel ,my coffee 100 % arabica latte caramel 
23775,my coffee 100 % arabica latte vanilla ,my coffee 100 % arabica latte vanilla 
23776,my first bolgonese,my first bolgonese
23777,nag champa incense stick 15g,nag champa incense stick 15g
23778,nail polish remover,nail polish remover
23779,nairns chocolate chip oat biscuit break 160g,nairns chocolate chip oat biscuit break 160g
23780,nairns fine oatcake,nairns fine oatcake
23781,nairns gluten free original oatcake 213g,nairns gluten free original oatcake 213g
23782,nakd bakewell tart gluten and dairy free,nakd bakewell tart gluten and dairy free
23783,nakd blueberry muffin bar gluten and dairy free,nakd blueberry muffin bar gluten and dairy free
23784,nakd cashew cookie gluten and dairy free,nakd cashew cookie gluten and dairy free
23785,nakd cocoa orange bar,nakd cocoa orange bar
23786,nakd cocoa orange fruit nut bars4 x 35g,nakd cocoa orange fruit nut bars4 x 35g
23787,nakd peanut delight gluten and dairy free,nakd peanut delight gluten and dairy free
23789,naked blue machine blueberry smoothie 360ml,naked blue machine blueberry smoothie 360ml
23790,naked blue machine blueberry smoothie 450ml,naked blue machine blueberry smoothie 450ml
23791,naked egg noodle singapore curry,naked egg noodle singapore curry
23792,naked egg noodle thai sweet chilli,naked egg noodle thai sweet chilli
23793,naked green machine,naked green machine
23794,naked green machine 750ml,naked blue machine 750ml
23794,naked green machine 750ml,naked green machine 750ml
