group_id,leader,member
908,450 g uncle ben tikka massala,450 g uncle ben tikka massala
909,454 g blakemans british pork sausage,454 g blakemans british pork sausage
913,454 g mccain naked oven chip,454 g mccain naked oven chip
914,454 g prince pear shaped ham,454 g prince pear shaped ham
918,48 g boost,48 g boost
920,48 g snicker,48 g snicker
924,4pk 250ml energy drink can,4pk 250ml energy drink can
925,4pk aero chocolate,4pk aero chocolate
926,4pk boost,4pk boost
927,4pk carling,4pk carling
928,4pk flake,4pk flake
929,4pk foster,4pk foster
930,4pk kitkat chunky,4pk kitkat chunky
931,4pk lion bar,4pk lion bar
932,4pk luxury soft,4pk luxury soft
933,4pk rolo,4pk rolo
934,4pk toffee crisp,4pk toffee crisp
935,4pkandrex supreme quilt,4pkandrex supreme quilt
936,4pkandrex toilet roll classic,4pkandrex toilet roll classic
937,4smoke dual electricwindproof lighter,4smoke dual electricwindproof lighter
938,4x500 ml oranjeboom prem sng,4x500 ml oranjeboom prem sng
939,4x500 oj pilsener sng,4x500 oj pilsener sng
940,4x500ml compton orchard medium dry cider,4x500ml compton orchard medium dry cider
947,4x500ml skol super strength lager,4x500ml skol super strength lager
948,4x500ml zubr beer,4x500ml zubr beer
949,5 assorted mini roll ,5 assorted mini roll 
950,5 cl bell,5 cl bell
951,5 cl chekov,5 cl chekov
952,5 cl christian dupre,5 cl christian dupre
953,5 cl gordons pink minature,5 cl gordons original minature
953,5 cl gordons pink minature,5 cl gordons pink minature
954,5 cl jack daniel,5 cl jack daniel
955,5 cl jacobite,5 cl jacobite
956,5 cl smirnoff,5 cl smirnoff
957,5 cl southern comfort,5 cl southern comfort
958,5 mtr bacofoil baking paper,5 mtr bacofoil baking paper
961,5 pk hamlet,5 pk hamlet
962,5 pk rizzla green,5 pk rizzla green
963,5 royal dutch,5 royal dutch
964,5 sugar waffle ,5 sugar waffle 
966,50 cl alfred button parma violet,50 cl alfred button parma violet
967,50 cl cactus jack apple,50 cl cactus jack apple
968,50 cl cactus jack passion fruit,50 cl cactus jack passion fruit
969,50 cl de kuyper cherry brandy liqueur,50 cl de kuyper cherry brandy liqueur
970,50 cl de kuyper passionfruit liqueur,50 cl de kuyper passionfruit liqueur
971,50 cl disaronno,50 cl disaronno
974,50 g belvita honey,50 g belvita honey
975,50 g croissant cocoa filling,50 g croissant cocoa filling
979,50 g sunshine roasted and salted cashew,50 g sunshine roasted and salted cashew
980,50 g sunshine roasted and salted pistachio,50 g sunshine roasted and salted pistachio
982,50 g wotsits cheese,50 g wotsits cheese
992,500 g glade shake n vac,500 g glade shake n vac
994,500 g happy shopper pasta fussilli,500 g happy shopper pasta fussilli
996,500 g happy shopper pasta spaghetti,500 g happy shopper pasta spaghetti
