group_id,leader,member
1164,200 g delicatessen chicken bite,200 g delicatessan chicken tikka bite
1164,200 g delicatessen chicken bite,200 g delicatessen chicken and chorizo bite
1164,200 g delicatessen chicken bite,200 g delicatessen chicken bite
1165,200 g delicatessen swedish meatball,200 g delicaressan spicy meatball
1165,200 g delicatessen swedish meatball,200 g delicatessen swedish meatball
1158,200 g euro shooper milk chocolate,200 g euro shooper milk chocolate
1167,200 g fox crunch cream golden,200 g fox crunch cream golden
1168,200 g fox sport,200 g fox sport
1170,200 g happy shopper tomato puree,200 g happy shopper tomato puree
1171,200 g jack fruit shorties,200 g jack fruit shorties
1172,200 g kerrygold butter,200 g kerrygold butter
1174,200 g nutella,200 g nutella
1175,200 g prince ham,200 g prince ham
1179,200 g ripple swiss roll,200 g ripple swiss roll
1180,200 g ritz original cracker,200 g ritz original cracker
1182,200 ml e apple,200 ml e apple
1183,200 ml e orange,200 ml e orange
1184,200 ml insette hairspray,200 ml insette hairspray
1185,200 ml lynx africa bodyspray,200 ml lynx africa bodyspray
1186,200 ml magnum tonic wine,200 ml magnum tonic wine
1187,200 ml swann universal gas refill,200 ml swann universal gas refill
1188,200 nappy bag,200 nappy bag
1189,200g happy shopper rich highland shorties,200g happy shopper rich highland shorties
1189,200g happy shopper rich highland shorties,happy shopper rich highland shorties 200g
1190,20g quaver cheese,20g quaver cheese
1191,21 g milkyway,21 g milkyway
1192,21 g snap,21 g snap
1193,213 g prince pink salmon,213 g prince pink salmon
1194,215 g old el passo jalapeno,215 g old el passo jalapeno
1195,22.5 g wotsits,22.5 g wotsits
1196,220 g aunt bessies yorkshire pudding,220 g aunt bessies yorkshire pudding
1197,224 g 8 pack bird eye cod fish finger,224 g 8 pack bird eye cod fish finger
1198,225 g hp brown sauce,225 g hp brown sauce
1199,225 ml haid shoulder 2 in 1,225 ml haid shoulder 2 in 1
1200,225 ml studio 200 professional mousse,225 ml studio 200 professional mousse
1201,227 g 4 pk bird eye beef burger,227 g 4 pk bird eye beef burger
1202,227 g jack fiary cake mix,227 g jack fiary cake mix
1203,227 g paxo golden breadcrumb,227 g paxo golden breadcrumb
1204,227 g prince pineapple slice,227 g prince pineapple slice
1206,23 g chomp,23 g chomp
1207,232 g quality street,232 g quality street
1208,24 biscuit cereal,24 biscuit ceral
1208,24 biscuit cereal,24 biscuit cereal
1209,24 egg medium,24 egg medium
1210,24 flash extra large wipe,24 flash extra large wipe
1211,24 g smith bacon fry,24 g smith bacon fry
1212,240 g ant powder,240 g ant powder
1213,240 ml happy shopper summer breeze air freshener,240 ml happy shopper calming lavender air freshener
1213,240 ml happy shopper summer breeze air freshener,240 ml happy shopper fresh linen air freshener
1213,240 ml happy shopper summer breeze air freshener,240 ml happy shopper summer breeze air freshener
1214,25 cl wray and nephew white rum,25 cl wray and nephew white rum
1221,25 dl envelope,25 c5 envelope
1221,25 dl envelope,25 dl envelope
1215,25 g fisherman friend,25 g fisherman friend
1216,25 g milkybar,25 g milkybar
1219,25 g space raider spicy,25 g space raider bbq
1219,25 g space raider spicy,25 g space raider beef
1219,25 g space raider spicy,25 g space raider spicy
1220,25 refuse sack,25 refuse sack
1222,250 g bird eye 10pk value fish finger,250 g bird eye 10pk value fish finger
1223,250 g cadburys hot chocolate,250 g cadburys hot chocolate
1224,250 g closed cup mushroom,250 g closed cup mushroom
1225,250 g e buttery spread,250 g e buttery spread
1226,250 g goldenfry cornflour,250 g goldenfry cornflour
1230,250 g happy shopper micro basmati rice,250 g happy shopper micro basmati rice
1231,250 g jack squirty dairy cream,250 g jack squirty dairy cream
1232,250 g kerrygold lard,250 g kerrygold lard
1233,250 g royal dane bacon grill,250 g royal dane bacon grill
1235,250 g uncle ben micro long grain rice,250 g uncle ben micro egg fried rice
1235,250 g uncle ben micro long grain rice,250 g uncle ben micro long grain rice
1236,250 g uncle ben micro spicy mexican rice,250 g uncle ben micro spicy mexican rice
1237,250 ml captain morgan cola,250 ml captain morgan cola
1238,250 ml carex hand wash,250 ml carex hand wash
1242,250 ml e blackcurrant,250 ml e blackcurrant
1239,250 ml e cola,250 ml e cola
1243,250 ml e energy drink,250 ml e energy drink
1240,250 ml e lemonade,250 ml e lemonade
1241,250 ml e orange,250 ml e orange
1244,250 ml e sugar free energy drink,250 ml e sugar free energy drink
1245,250 ml gordons pink gin and tonic,250 ml gordons diet tonic
1245,250 ml gordons pink gin and tonic,250 ml gordons gin tonic
1245,250 ml gordons pink gin and tonic,250 ml gordons pink gin and tonic
1246,250 ml happy shopper olive oil extra virgin,250 ml happy shopper olive oil
1246,250 ml happy shopper olive oil extra virgin,250 ml happy shopper olive oil extra virgin
1247,250 ml jascks real mayonnaise,250 ml jascks real mayonnaise
1248,250 ml jif lemon,250 ml jif lemon
1249,250 ml lambrini mango,250 ml lambrini mango
1250,250 ml lambrini strawberry,250 ml lambrini strawberry
1251,250 ml lynx africa shower gel,250 ml lynx africa shower gel
1252,250 ml nail polish remover,250 ml nail polish remover
1253,250 ml radox shower gel feel refreshed,250 ml radox shower gel feel awake
1253,250 ml radox shower gel feel refreshed,250 ml radox shower gel feel refreshed
1254,250 ml radox shower gel moisturise,250 ml radox shower gel moisturise
1255,250 ml redbull,250 ml redbull
1256,250 ml redbull sugar free,250 ml redbull sugar free
1257,250 ml strawberry banana smoothie,250 ml strawberry banana smoothie
1258,250ml smirnoff cola,250ml smirnoff cola
1259,250ml smirnoff cranberry,250ml smirnoff cranberry
1260,251 g san marco pepperoni,251 g san marco pepperoni
1261,253 g san marco cheese and tomatoe,253 g san marco cheese and tomatoe
1262,258184 jack daniel tennessee whiskey blended with apple liqueur 35cl pmp .99,258184 jack daniel tennessee whiskey blended with apple liqueur 35cl pmp .99
1263,259 g green cheesecake mix,259 g green cheesecake mix
1264,26 g curly wurly,26 g curly wurly
1265,26 g fudge,26 g fudge
1266,260 g 10 garlic bread slice,260 g 10 garlic bread slice
1267,260 g jack chocolate sponge mix,260 g jack chocolate sponge mix
1268,260 g mcvites ginger nut,260 g mcvites ginger nut
1270,265 g mcvites milk chocolate digestive,265 g mcvites milk chocolate digestive
1271,266 g mcvites dark chocolate digestive,266 g mcvites dark chocolate digestive
1272,267 g mcvites caramel digestive,267 g mcvites caramel digestive
1273,27 g smith scampi fry,27 g smith scampi fry
1274,275 ml fruit shoot blackcurrant,275 ml fruit shoot blackcurrant
1275,275 ml fruit shoot orange,275 ml fruit shoot orange
1276,275 ml fruit shoot summer fruit,275 ml fruit shoot summer fruit
1277,28 g daim bar,28 g daim bar
1278,28 g kellogg rice krispies square bar,28 g kellogg rice krispies square bar
1279,280 g sharwoods balti cooking sauce pm,280 g sharwoods balti cooking sauce pm
1280,283 g pataks madras paste,283 g pataks madras paste
1281,284 g elmlea single cream,284 g elmlea double cream
1281,284 g elmlea single cream,284 g elmlea single cream
1283,285 g jack chocolate brownie mix,285 g jack chocolate brownie mix
1311,2kg instant light charcoal,2 kg instant lighting charcoal
1311,2kg instant light charcoal,2kg instant light charcoal
1286,2l barr cola,2l barr cola
1300,2l dandelion burdock,2l dandelion burdock
1291,2l diet pepsi,2l diet pepsi
1292,2l dr pepper,2l dr pepper
1294,2l fanta lemon,2l fanta lemon
1295,2l fanta orange,2l fanta orange
1301,2l h cola,2l h cola
1303,2l irn bru,2l irn bru
1304,2l irn bru xtra,2l irn bru xtra
1296,2l pepsi max,2l pepsi max
1305,2l red kola,2l red kola
1298,2l schweppes,2l schweppes
1299,2l schweppes slimline,2l schweppes slimline
1306,2l sprite,2l sprite
1307,2l tizer,2l tizer
1308,2l vimto,2l vimto
1312,2lt whole milk,2 ltr fresh semi milk
1312,2lt whole milk,2 ltr fresh whole milk
1312,2lt whole milk,2lt whole milk
1312,2lt whole milk,2ltr whole fresh milk
1312,2lt whole milk,2ltr whole milk
1313,2ltr barr cherryade 2l bottle ,2ltr barr cherryade 2l bottle 
1314,2ltr barr lemonade ,2 ltr barr diet lemonade
1314,2ltr barr lemonade ,2 ltr barr lemonade
1314,2ltr barr lemonade ,2 ltr barr limeade
1314,2ltr barr lemonade ,2 ltr barr orangeade
1314,2ltr barr lemonade ,2 ltr r white lemonade
1314,2ltr barr lemonade ,2ltr barr lemonade 
1309,2ltr skimmed milk,2ltr semi skimmed milk
1309,2ltr skimmed milk,2ltr semiskimmed milk
1309,2ltr skimmed milk,2ltr skimmed milk
1315,2simple cleansing wipe,2simple cleansing wipe
1316,3 amp plug fuse 4 pack,3 amp plug fuse 4 pack
1317,3 big dog vodka 70cl,3 big dog vodka 70cl
1318,3 discover the choice virtually fat free yogurt mixed 150g,3 discover the choice virtually fat free yogurt mixed 150g
