Array joins,,,,,,Unique EANS,Count Unique: 14030,,
,Sku_Name,EAN,Parent,External_ID,,EAN,Sku_Name,Source,External_ID
EANs stored in ," 
Dewar's Caribbean Smooth Blended Scotch Whisky 1l",7640171033730,Asda,7304120,,7640171033730," 
,Eden Bay 8pk Light Tonic Water,658556016893,Iceland,90871,,5060166696795,Monster 500m Zero,Iceland - Swift,88354
,Eden Bay 8pk Tonic Water,658556016886,Iceland,90868,,5060335635037,Monster 8pk Original Energy,Iceland,76740
,Egg 6 Medium Weight (6s),5000326011068,vendor_info_Ext_ID,5000326011068,,5060517888602,Monster 8pk Ultra Energy,Iceland,76741
,Egg Fried Microwave Rice,5010034011410,Asda,7094228,,5060335634153,Monster En Reseal 553ml,Morrisons,42003260
,EISBERG ALCOHOL FREE CHARDONNAY 75CL,5010263039834,vendor_info_Ext_ID,5010263039834,,5060751215660,Monster Energy £1.45 500Ml,SGN,5060751215660
,EISBERG ROSE ALCOHOL FREE 75CL,5010263199729,vendor_info_Ext_ID,5010263199729,,5060166690007,Monster energy 500ml,Sainsburys,7002768
,El Jimador Blanco Agave 70cl,7501145268100,Asda,5793042,,5060335631220,Monster Energy Absolutely Zero Cans 4 x 500ml,Asda,4826905
,El Jimador Reposado Agave 70cl,7501145269107,Asda,5793044,,5060335630162,Monster Energy Green 500ml,Asda,4599603
,Elands Bay 75cl Pinotage,6009881105020,Iceland,77969,,5060335635174,Monster Energy Ultra 500ml,Sainsburys,7785382
,Elands Bay 75cl Pinotage,6009881105020,Iceland - Swift,77969,,5060517888329,Monster Espresso 250ml,vendor_info_Ext_ID,5060517888329
,Elastoplast 10pk Plasters,4005800237522,Iceland - Swift,91064,,5060517888350,Monster Espresso Vanilla 250ml,vendor_info_Ext_ID,5060517888350
,Elastoplast Fabric Plasters 40 pack,4005800237508,Asda,2027340,,5060337507806,Monster LH44 500ml,vendor_info_Ext_ID,5060337507806
,Elastoplast Fabric Plasters 40 pack,4005800237508,Asda,2027340,,5060517885137,Monster mango loco 500ml,Sainsburys,7929533
,Elastoplast Fabric Plasters 40 pack,4005800237508,Asda,2027340,,5060517883560,Monster Mega Ultra White 553Ml,SGN,5060517883560
,Elastoplast Water Resistant x40 Assorted,4005800237478,Sainsburys,3288603,,5060751213383,Monster Monarch £1.45 Pmp 500Ml,SGN,5060751213383
,Elbow Grease 1ltr Original,5053249238937,Iceland - Swift,77726,,5060751213413,Monster Monarch Juiced Energy Drink Can 500ml,Asda,6936514
,Elbow Grease 1unt Oven Cleaner,5053249238951,Iceland - Swift,87824,,5060751213321,Monster Mule £1.35 500Ml,SGN,5060751213321
,Elbow Grease 600m Wash Up Liq,5053249252735,Iceland,78232,,5000328531007,Monster Munch 40g Pickled Onion,Iceland - Swift,86869
,electronic Lighter 1S,4806025971082,vendor_info_Ext_ID,4806025971082,,5000328219769,Monster Munch Giants Pickled Onion 85g,Sainsburys,8023120
,Elegant Touch Nail Remover pads x20,5011522050898,Sainsburys,7135728,,5000328530215,Monster Munch Mega Roast Beef 40g,vendor_info_Ext_ID,5000328530215
,Elephant Atta Chapattis 360g.,5018420550017,Sainsburys,7571298,,5000328272474,Monster Munch Pickled Onion 72g,McColls,45002845
,Elf XL Colouring & Sticker Book,5050565341334,McColls,51006609,,5060751215721,Monster Pacific Punch £1.45 500Ml,SGN,5060751215721
,Elizabeth Shaw Dark Chocolate Mint Stars 125g,5055037003574,McColls,49001970,,5060751215752,Monster Pipeline 500ml,McColls,42003690
,Elizabeth Shaw Milk Chocolate Mint Crisps 175g,5055037001167,McColls,49001924,,5060335634726,Monster Punch 500ml,vendor_info_Ext_ID,5060335634726
,ELLA'S CHEESY PIE WITH VEG STG 2 130G,5060107332188,Sainsburys,7481456,,5060608741878,Monster Reign Melon Mania 500Ml,SGN,5060608741878
,Ella's Kitchen 120g Apple & Banana,5060107330276,Iceland - Swift,86382,,5060608741960,Monster Reign Razzle Berry 500Ml,SGN,5060608741960
,Ella's Kitchen 120g Strawberries & Apples,5060107330368,Iceland - Swift,62650,,5060751215639,Monster The Doctor £1.45 500Ml,SGN,5060751215639
,Ella's Kitchen 130g Chicken Casserole,5060107332119,Iceland - Swift,62695,,5060337503778,Monster Ultra 4x500ml,Sainsburys,7846088
,Ella's Kitchen 130g Warming Beef Stew,5060107332096,Iceland - Swift,62694,,5060751215486,Monster Ultra 500ml,McColls,42003698
,Ella's Kitchen 20g Strawbry/banana Melty Puffs,5060107337237,Iceland - Swift,86400,,5060751213352,Monster Ultra Fiesta Mango £1.35 500Ml,SGN,5060751213352
,Ella's Kitchen Apples Carrots + Parsnips from 4 Months 120g,5060107330214,vendor_info_Ext_ID,5060107330214,,5060896624846,Monster Ultra Gold Energy Drink Cans 4 x 500ml,Asda,7258594
,Ella's Kitchen Cheesy Pie with Veg 130g,5060107332188,Morrisons,80037109,,5060751215516,Monster Ultra Paradise £1.35 500Ml,SGN,5060751215516
,Ella's Kitchen Organic Apple and Cinnamon Crumble Baby Dessert Pot Multipack 7+ Months 4pk,5060107339262,Asda,5567898,,5060517882884,Monster Ultra Violet 500ml,vendor_info_Ext_ID,5060517882884
,Ella's Kitchen Organic Apple and Cinnamon Crumble Baby Dessert Pot Multipack 7+ Months 4pk,5060107339262,Asda,5567898,,5060337501668,Monster Ultra White Energy Drink 500ml,Asda,5498545
,Ella's Kitchen Organic Banana and Vanilla Bread Pudding Baby Dessert Pot Multipack 7+ Months 4pk,5060107339248,Asda,5567896,,5052898007659,Montagne Saint Emilion 75CL,Asda,6213754
,Ella's Kitchen Organic Banana and Vanilla Bread Pudding Baby Dessert Pot Multipack 7+ Months 4pk,5060107339248,Asda,5567896,,8010471002603,Montepulciano,vendor_info_Ext_ID,8010471002603
,Ella's Kitchen Organic Bananas and Apples Baby Pouch 4+ Months 120g,5060107330276,vendor_info_Ext_ID,5060107330276,,8034115193762,Montepulciano D'Abruzzo,vendor_info_Ext_ID,8034115193762
,Ella's Kitchen Organic Chicken and Rice Casserole Baby Pouch 7+ Months 130g,5060107332119,vendor_info_Ext_ID,5060107332119,,5060719920001,Montezuma Absolute Black 100% Cocoa 90g,Sainsburys,7810923
,Ella's Kitchen Organic Mango and Raspberry Rice Pudding Baby Dessert Pot Multipack 7+ Months,5060107339224,Asda,5567894,,5060413267488,Monty Bojangles Gift Wrap 190g,Sainsburys,7998063
,Ella's Kitchen Organic Mango and Raspberry Rice Pudding Baby Dessert Pot Multipack 7+ Months,5060107339224,Asda,5567894,,5000316000331,Moo 1lt Banana Flavoured Mi,Iceland,62407
,Ella's Kitchen Organic Prunes First Tastes Baby Pouch 4+ Months,5060107336056,Asda,4560259,,5000316000256,Moo 1lt Chocolate Flavoured Mi,Iceland,62408
,Ella's Kitchen Organic Strawberries and Apples Baby Pouch 4+ Months,5060107330368,Asda,2967677,,5000316000249,Moo 1lt Strawberry Flavoured Mi,Iceland,62409
,Ella's Kitchen Organic Strawberries and Apples Baby Pouch 4+ Months 120g,5060107330368,vendor_info_Ext_ID,5060107330368,,5060235831027,Moo Free Everyday Bar originial 80g,Kindly of Brighton,1.99
,Ella's Kitchen Organic Sweetcorn and Carrot Melty Sticks Baby Snack 7+ Months,5060107339811,Asda,5874672,,5060425720032,Moorish Humous with Chilli Harissa 150g,Kindly of Brighton,2.29
,Ella's Kitchen Sweetcorn and Carrot Melty Sticks 17g,5060107339811,Morrisons,80038503,,5060425720261,Moorish Luxury Velvet Humous 150g,Kindly of Brighton,2.29
,ELLA'S LIP SMACKING SPAG BOL STG 2 130G,5060107332225,Sainsburys,7481441,,5000281038445,Morgan's Gold & Cola 250ml,McColls,81004333
,ELLA'S ORGA STRAWBERRY APPLE STG 1 120G,5060107330368,Sainsburys,6851808,,5010026505408,Mornflake 3kg Superfast Oats,Iceland,59078
,Ella's Strawberries+Bananas Melty Puffs,5060107337237,Sainsburys,7738778,,5010044001012,Morning Goods,SGN,5010044001012
,"Ella's Sweetcorn,Carrot MeltyStcks 2 17G",5060107339811,Sainsburys,7865447,,5010251781592,Morrions Toilet Tissue White 4pk,Morrisons,90013947
,Ella's Tomato & Basil Melty Sticks 16g,5060107339835,Sainsburys,7865454,,5010525145259,"Morrisons 10"" Thim Ham & Pineapple 325g",Morrisons,62006731
,Ellas Chicken Casserole 190g,5060107332249,Morrisons,80040495,,5010525145242,"Morrisons 10"" Thin Cheese & Tomato 275g",Morrisons,62006735
,Ellas Kit Chick Cass With Rice 130G,5060107332119,Lincolnshire CoOp,5060107332119,,5010525145266,"Morrisons 10"" Thin Meat Feast 300g",Morrisons,62006732
,ELLAS KIT CHICK CASS WITH RICE 130G           ,402354,Lincolnshire CoOp,402354,,5010525145273,"Morrisons 10"" Thin Pepperoni 270g",Morrisons,62006733
,Ellas Kit S/Berry/Apple Baby Fd120G,5060107330368,Lincolnshire CoOp,5060107330368,,5010251595373,Morrisons 18 Mini Bitesize Scotch Eggs 216g,Morrisons,62004609
,ELLAS KIT S/BERRY/APPLE BABY FD120G           ,400540,Lincolnshire CoOp,400540,,5010251781301,Morrisons Anti Bac Wipes Citrus,Morrisons,90015096
,Ellas Kitchen Chicken Casserole with Rice 7+ Months 130G,5060107332119,Southern CoOp,5060107332119,,5010251781318,Morrisons Anti Bacterial Wipes 80pk,Morrisons,90014176
,Ellas Kitchen Chicken Casserole with Rice 7+ Months 130G,5060107332119,vendor_info_Ext_ID,5060107332119,,5010251664567,Morrisons Antibac Cat Litter 8L,Morrisons,90013960
,Ellas Kitchen Organic Sweetcorn & Carrot Melty Sticks 17G,5060107339811,Southern CoOp,5060107339811,,5010251961123,Morrisons Apple & Mango Sparkling Water 1ltr,Morrisons,42003704
,Ellas Kitchen Organic Sweetcorn & Carrot Melty Sticks 17G,5060107339811,vendor_info_Ext_ID,5060107339811,,5010525016184,Morrisons Apple and Mango Sparkling Water 330ml,Morrisons,42003694
,Ellas Kitchen Srawberry & Apple stage 1 baby food 120g,5060107330368,Morrisons,80029588,,5010251479277,Morrisons Apple Juice from Concentrate 1ltr,Morrisons,62005586
,Ellas Kitchen Strawberries and Apples 4 + Months 120G,5060107330368,Southern CoOp,5060107330368,,5010251543299,Morrisons applicator tampons 20pk,Morrisons,90014738
,Ellas Kitchen Strawberries and Apples 4 + Months 120G,5060107330368,vendor_info_Ext_ID,5060107330368,,5010525153568,Morrisons Assorted Squishy Plush Pals,Morrisons,60015327
,Ellas Spag Bol With Cheese     130G,5060107332225,Lincolnshire CoOp,5060107332225,,5010251724728,Morrisons Baby Plum Tomatoes 250g,Morrisons,65000695
,Ellas Swtcrn & Carrot Medley   17G,5060107339811,Lincolnshire CoOp,5060107339811,,5010251729815,"Morrisons Bacon, Lettuce and Tomato Sandwich",Morrisons,83004254
,ELLAS SWTCRN & CARROT MEDLEY   17G            ,400096,Lincolnshire CoOp,400096,,5010251569183,Morrisons Baked Beans 220g,Morrisons,80038209
,Elm Spring 2ltr Sparkling Water,5060319440077,Iceland,76915,,5010251569190,Morrisons Baked Beans 395g,Morrisons,80038210
,Elm Spring 2ltr Sparkling Water,5060319440077,Iceland - Swift,76915,,5010251953760,Morrisons Bananas 5pk,Morrisons,65000684
,Elm Spring 2ltr Still Water,5060319440039,Iceland,76914,,5010251795506,Morrisons Bbq Chicken Skewers 10pk,Morrisons,62004786
,Elm Spring 2ltr Still Water,5060319440039,Iceland - Swift,76914,,5010251733409,Morrisons Beef Lasagne 400g,Morrisons,66000874
,Elmlea 270m Double,8719200204768,Iceland,51796,,5010525065595,Morrisons Beef Mince 5% Fat 525g,Morrisons,62005701
,Elmlea 270m Double,8719200204768,Iceland - Swift,51796,,5010251629818,Morrisons Beef Quarter Pounder with Onions 454g,Morrisons,66000726
,Elmlea 270m Single,8719200205109,Iceland,51797,,5010525063638,Morrisons Beef Quarter Pounders 4pk,Morrisons,62006034
,Elmlea 270m Single,8719200205109,Iceland - Swift,51797,,5010251556251,Morrisons Beef Stock Cubes 120g,Morrisons,80039482
,Elmlea Double 270ml,8719200204768,Sainsburys,2242576,,5010251863816,Morrisons Best Beef & Onion Ridge 150g,Morrisons,45002434
,Elmlea Double Alternative to Cream 270ML,8719200204768,Southern CoOp,8719200204768,,5010251863823,Morrisons Best Cheddar & Onion 150g,Morrisons,45002435
,Elmlea Double Alternative to Cream 270ML,8719200204768,vendor_info_Ext_ID,8719200204768,,5010251863861,Morrisons Best Sea Salt & Vinegar Crisps 150g,Morrisons,45002437
,Elmlea Double Alternative To Crm270Ml,8719200204768,Lincolnshire CoOp,8719200204768,,5010525013145,Morrisons Best Sweet Chilli Crisps 150g,Morrisons,45002566
,Elmlea Double Cream 270ml,8719200204768,Asda,7040279,,5010251608905,Morrisons Black Pepper Grinder 50g,Morrisons,80038240
,Elmlea Double Cream 270ml,8719200204768,McColls,62006820,,5010251608370,Morrisons Blend Scotch Whisky 35cl,Morrisons,81006172
,Elmlea Double Cream 284ml,8719200086081,vendor_info_Ext_ID,8719200086081,,5010251737841,Morrisons Blueberries 150g,Morrisons,65000697
,Elmlea Plant Double Cream 250ML,8719200208100,Asda,7223745,,5010251588689,Morrisons Bolognese Sauce 500g,Morrisons,80038219
,Elmlea Single Alternative to Cream 270ml,8719200205109,Asda,7040283,,5010251630937,Morrisons Bourbon Creams 300g,Morrisons,80038261
,Elmlea Single Cream 270ml,8719200205109,McColls,62006825,,5010251268185,Morrisons British Semi Skimmed 2 Pint,Morrisons,63000155
,Elnett 75ml Normal Hairspray,50991297,Iceland - Swift,86313,,5010251268178,Morrisons British Semi Skimmed Milk 1 Pint,Morrisons,63000154
,Elnett Normal Strength Hairspray 75ML,50991297,Southern CoOp,50991297,,5010251268215,Morrisons British Skimmed 1 Pint,Morrisons,63000157
,ELSWOOD SWEET PICKLD CUCUMBER SPEAR 670G,50409310,Sainsburys,2160344,,5010251268130,Morrisons British Whole Milk 1 Pint,Morrisons,63000151
,Elvive Colour Protect Cond     300Ml,3600523609895,Lincolnshire CoOp,3600523609895,,5010251268147,Morrisons British Whole Milk 2 Pint,Morrisons,63000152
,ELVIVE COLOUR PROTECT COND     300ML          ,390334,Lincolnshire CoOp,390334,,5010251771913,Morrisons Broccoli 350g,Morrisons,65000671
,Elvive Colour Protect Conditioner 400ml,3600520433073,Sainsburys,6267726,,5010251461319,Morrisons Brown Basmati Rice 1kg,Morrisons,80038137
,Elvive Colour Protect Shampoo  300Ml,3600523524037,Lincolnshire CoOp,3600523524037,,5010251931362,Morrisons Brownie Mini Bites 24pk,Morrisons,80038339
,ELVIVE COLOUR PROTECT SHAMPOO  300ML          ,390333,Lincolnshire CoOp,390333,,5010251916536,Morrisons Brunch Triple Sandwich,Morrisons,83004267
,Elvive Colour Protect Shampoo 400ml,3600520433424,Sainsburys,6267693,,5010251613770,Morrisons Butterfly Cakes 6pk,Morrisons,80038245
,Embassy 20pk Signature Gold Cigarette,5000431026551,Iceland - Swift,86622,,5010525040844,Morrisons Caramel Shortcake 22pk,Morrisons,80039267
,Embassy Embassy Signature Silver Ks 20S,5000431026650,SGN,5000431026650,,5010251730484,Morrisons Carrots 1kg,Morrisons,65000835
,Embassy Embassy Signature Silver Ks 20S,5000431026650,vendor_info_Ext_ID,5000431026650,,5010525033914,Morrisons Carvery Breaded Ham 150g,Morrisons,62005441
,Embassy Filter 20's,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251433668,Morrisons Cheese & Onion Crisps 6pk,Morrisons,45002406
,Embassy Filter 20S,5000431026681,SGN,5000431026681,,5010251980711,Morrisons Cheese & Onion Roll 6pk,Morrisons,62004963
,Embassy Filter 20S,5000431026681,vendor_info_Ext_ID,5000431026681,,5010251916468,Morrisons Cheese & Onion Sandwich,Morrisons,83004270
,Embassy Filter Red 20,5000393364814,vendor_info_Ext_ID,5000393364814,,5010525044224,Morrisons Cheese & Tomato Pizza 111g,Morrisons,62005449
,Embassy gold ks 20s,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251595724,Morrisons Cheese Garlic Bread 285g,Morrisons,62004613
,Embassy KS GOLD TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251395669,Morrisons Cheesy Slices 200g,Morrisons,62004544
,Embassy KS Sig Crush TTT,5000435011737,vendor_info_Ext_ID,5000435011737,,9017276,Morrisons Chicken & Bacon 200g,Morrisons,62004640
,Embassy KS Sig Crush TTT,5000435011737,vendor_info_Ext_ID,5000435011737,,5010251790587,Morrisons Chicken & Bacon Pasta 300g,Morrisons,62004747
,Embassy KS SIGNATURE GOLD,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251729761,Morrisons Chicken & Bacon Sandwich,Morrisons,83004255
,Embassy KS Signature Gold  20s,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251706076,Morrisons Chicken & Bacon Slices 2pk,Morrisons,62004657
,Embassy KS Signature Gold  20s,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251729778,Morrisons Chicken & Stuffing Sandwich,Morrisons,83004251
,Embassy KS Signature Gold 20s,5000431026551,MFG,M248796,,5010525014562,Morrisons Chicken & Sweetcorn Sandwich,Morrisons,83004397
,Embassy KS Signature Gold 20s,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251840596,Morrisons Chicken Caesar Wrap,Morrisons,83004271
,Embassy No1 KS Red,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251733447,Morrisons Chicken Curry & Rice 400g,Morrisons,66000875
,Embassy No1 KS Red 20s TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251754954,Morrisons Chicken Fillet 454g,Morrisons,62004672
,Embassy No1 KS Red TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251590354,Morrisons Chicken Fillet 700g,Morrisons,66000718
,Embassy No1 KS Red TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251916475,Morrisons Chicken Salad Sandwich,Morrisons,83004276
,Embassy No1 SK Red TTT,5000431029538,vendor_info_Ext_ID,5000431029538,,5010251569497,Morrisons Chicken Satay Sweet Chilli 5pk,Morrisons,62004592
,Embassy No1 SK Red TTT,5000431029538,vendor_info_Ext_ID,5000431029538,,5010251556237,Morrisons Chicken Stock Cubes 120g,Morrisons,80039624
,Embassy Signature Blue TPD,8720400433193,vendor_info_Ext_ID,8720400433193,,5010525157306,Morrisons Chicken Tikka & Rice 400g,Morrisons,62006925
,Embassy Signature Gold,5000431026551,vendor_info_Ext_ID,5000431026551,,9017290,Morrisons Chicken Tikka 250g,Morrisons,62004641
,Embassy signature gold,5000431026551,vendor_info_Ext_ID,5000431026551,,5010525091464,Morrisons Chicken Tikka Sauce 500g,Morrisons,80040465
,Embassy Signature Gold 20s,5000143920420,vendor_info_Ext_ID,5000143920420,,5010251869610,Morrisons Chicken Triple Sandwich,Morrisons,83004266
,Embassy Signature Gold K/S TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251560104,Morrisons Chilli Con Carne Mix 41g,Morrisons,80039537
,Embassy Signature Gold King Size 20,5000431026551,McColls,10001710,,5010251733980,Morrisons Chinese Stri Fry 320g,Morrisons,62005581
,Embassy Signature Gold King Size 20,5000431026551,Morrisons,10001710,,5010525010113,Morrisons Choco Nut Pillows 375g,Morrisons,80038855
,Embassy Signature Gold KS,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251987581,Morrisons Chocolate Cake Slices 6pk,Morrisons,80038662
,Embassy Signature Gold KS,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251758600,Morrisons Chocolate Chip Brioche 8pk,Morrisons,64001865
,Embassy Signature Gold KS,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251676942,Morrisons Chocolate Fudge Cake 450g,Morrisons,66000730
,EMBASSY SIGNATURE GOLD KS (T&T)20S,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251528623,Morrisons Chocolate Milk 1ltr,Morrisons,62004580
,Embassy Signature Gold Ks 20S,5000431026551,SGN,5000431026551,,5010251755715,Morrisons Chocolate Orange Cookies 200g,Morrisons,80040921
,Embassy Signature Gold KS 20s,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251535478,Morrisons Chopped Tomatoes 400g,Morrisons,80038176
,Embassy Signature Gold Ks 20S,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251523543,Morrisons Cider 2.5ltr,Morrisons,81006244
,EMBASSY SIGNATURE GOLD KS SILVER (T&T)20S,5000431026650,vendor_info_Ext_ID,5000431026650,,5010251523574,Morrisons Cider 440ml 4pk,Morrisons,81006162
,Embassy Signature Gold KS TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,9014947,Morrisons Classic Houmous 200g,Morrisons,62004906
,Embassy Signature Gold Sks Each,5000431029538,SGN,5000431029538,,5010251518846,Morrisons Cling Film 25mx35cm,Morrisons,90013920
,Embassy Signature Gold Sks Each,5000431029538,vendor_info_Ext_ID,5000431029538,,5010251743453,Morrisons Closed Cup Mushrooms 300g,Morrisons,65000647
,EMBASSY SIGNATURE GOLD SUPERKING (T&T)20S,5000431029538,vendor_info_Ext_ID,5000431029538,,5010251594901,Morrisons Cola 2ltr,Morrisons,42003232
,Embassy Signature Gold TTT,5000431026551,vendor_info_Ext_ID,5000431026551,,5010251784272,Morrisons Conference Pears Min 4,Morrisons,65000673
,Embassy Signature Silver KS,5010397008850,vendor_info_Ext_ID,5010397008850,,5010251724575,Morrisons Cooked Beetroot 300g,Morrisons,65000616
,Embassy Signature Silver KS,5010397008850,vendor_info_Ext_ID,5010397008850,,5010251624561,Morrisons Corn Flakes 500g,Morrisons,80038255
,Embassy Signature SK,5000433025385,vendor_info_Ext_ID,5000433025385,,5010251907916,Morrisons Cornflake Cluster 20pk,Morrisons,80038333
,EMERGE ENERGY 1L,5000177449669,vendor_info_Ext_ID,5000177449669,,5010251895114,Morrisons Cornflour 250g,Morrisons,80038330
,Emily Veg Crisps Chilli 35g,5060379650157,Kindly of Brighton,1.29,,2318548702507,Morrisons Cottage Pie 450g,Morrisons,62006089
,Emily Veg Crisps Garden Greens 23g,5060379650102,Kindly of Brighton,1.29,,5010251765226,Morrisons Cranberry Juice No Added Sugar 1ltr,Morrisons,62005587
